Number,Year,Month,Day,Hour,Minute,Temp,Salinity
19950,2019,8,15,20,55,10.413,35.0869
19951,2019,8,15,21,0,10.412,35.0869
19952,2019,8,15,21,5,10.412,35.0869
19953,2019,8,15,21,10,10.412,35.0859
19954,2019,8,15,21,15,10.412,35.0869
19955,2019,8,15,21,20,10.411,35.0859
19956,2019,8,15,21,25,10.411,35.0859
19957,2019,8,15,21,30,10.412,35.0839
19958,2019,8,15,21,35,10.409,35.0829
19959,2019,8,15,21,40,10.406,35.0849
19960,2019,8,15,21,45,10.407,35.0839
19961,2019,8,15,21,50,10.406,35.0849
19962,2019,8,15,21,55,10.403,35.0859
19963,2019,8,15,22,0,10.401,35.0859
19964,2019,8,15,22,5,10.399,35.0859
19965,2019,8,15,22,10,10.399,35.0869
19966,2019,8,15,22,15,10.397,35.0869
19967,2019,8,15,22,20,10.398,35.0869
19968,2019,8,15,22,25,10.396,35.0869
19969,2019,8,15,22,30,10.397,35.0869
19970,2019,8,15,22,35,10.398,35.0859
19971,2019,8,15,22,40,10.398,35.0859
19972,2019,8,15,22,45,10.398,35.0859
19973,2019,8,15,22,50,10.398,35.0859
19974,2019,8,15,22,55,10.398,35.0859
19975,2019,8,15,23,0,10.398,35.0859
19976,2019,8,15,23,5,10.397,35.0859
19977,2019,8,15,23,10,10.397,35.0859
19978,2019,8,15,23,15,10.397,35.0869
19979,2019,8,15,23,20,10.397,35.0869
19980,2019,8,15,23,25,10.398,35.0859
19981,2019,8,15,23,30,10.398,35.0859
19982,2019,8,15,23,35,10.398,35.0849
19983,2019,8,15,23,40,10.397,35.0859
19984,2019,8,15,23,45,10.399,35.0849
19985,2019,8,15,23,50,10.399,35.0849
19986,2019,8,15,23,55,10.399,35.0849
19987,2019,8,16,0,0,10.399,35.0849
19988,2019,8,16,0,5,10.399,35.0849
19989,2019,8,16,0,10,10.397,35.0859
19990,2019,8,16,0,15,10.395,35.0859
19991,2019,8,16,0,20,10.394,35.0869
19992,2019,8,16,0,25,10.394,35.0869
19993,2019,8,16,0,30,10.394,35.0859
19994,2019,8,16,0,35,10.393,35.0859
19995,2019,8,16,0,40,10.392,35.0859
19996,2019,8,16,0,45,10.391,35.0869
19997,2019,8,16,0,50,10.391,35.0859
19998,2019,8,16,0,55,10.39,35.0859
19999,2019,8,16,1,0,10.39,35.0859
20000,2019,8,16,1,5,10.388,35.0869
20001,2019,8,16,1,10,10.389,35.0859
20002,2019,8,16,1,15,10.388,35.0859
20003,2019,8,16,1,20,10.387,35.0849
20004,2019,8,16,1,25,10.385,35.0859
20005,2019,8,16,1,30,10.383,35.0869
20006,2019,8,16,1,35,10.382,35.0859
20007,2019,8,16,1,40,10.382,35.0869
20008,2019,8,16,1,45,10.383,35.0869
20009,2019,8,16,1,50,10.384,35.0869
20010,2019,8,16,1,55,10.384,35.0859
20011,2019,8,16,2,0,10.383,35.0869
20012,2019,8,16,2,5,10.384,35.0869
20013,2019,8,16,2,10,10.384,35.0859
20014,2019,8,16,2,15,10.384,35.0869
20015,2019,8,16,2,20,10.386,35.0859
20016,2019,8,16,2,25,10.384,35.0869
20017,2019,8,16,2,30,10.384,35.0879
20018,2019,8,16,2,35,10.385,35.0879
20019,2019,8,16,2,40,10.386,35.0869
20020,2019,8,16,2,45,10.386,35.0879
20021,2019,8,16,2,50,10.386,35.0879
20022,2019,8,16,2,55,10.386,35.0879
20023,2019,8,16,3,0,10.386,35.0879
20024,2019,8,16,3,5,10.385,35.0879
20025,2019,8,16,3,10,10.384,35.0879
20026,2019,8,16,3,15,10.381,35.0879
20027,2019,8,16,3,20,10.377,35.0889
20028,2019,8,16,3,25,10.374,35.0889
20029,2019,8,16,3,30,10.37,35.0899
20030,2019,8,16,3,35,10.368,35.0899
20031,2019,8,16,3,40,10.366,35.0909
20032,2019,8,16,3,45,10.366,35.0899
20033,2019,8,16,3,50,10.364,35.0909
20034,2019,8,16,3,55,10.362,35.0899
20035,2019,8,16,4,0,10.36,35.0909
20036,2019,8,16,4,5,10.358,35.0909
20037,2019,8,16,4,10,10.357,35.0899
20038,2019,8,16,4,15,10.357,35.0909
20039,2019,8,16,4,20,10.358,35.0909
20040,2019,8,16,4,25,10.359,35.0909
20041,2019,8,16,4,30,10.36,35.0909
20042,2019,8,16,4,35,10.358,35.0909
20043,2019,8,16,4,40,10.359,35.0899
20044,2019,8,16,4,45,10.357,35.0909
20045,2019,8,16,4,50,10.357,35.0899
20046,2019,8,16,4,55,10.357,35.0909
20047,2019,8,16,5,0,10.357,35.0909
20048,2019,8,16,5,5,10.358,35.0899
20049,2019,8,16,5,10,10.357,35.0909
20050,2019,8,16,5,15,10.355,35.0909
20051,2019,8,16,5,20,10.356,35.0919
20052,2019,8,16,5,25,10.355,35.0909
20053,2019,8,16,5,30,10.356,35.0909
20054,2019,8,16,5,35,10.356,35.0919
20055,2019,8,16,5,40,10.356,35.0929
20056,2019,8,16,5,45,10.357,35.0909
20057,2019,8,16,5,50,10.358,35.0909
20058,2019,8,16,5,55,10.358,35.0919
20059,2019,8,16,6,0,10.357,35.0919
20060,2019,8,16,6,5,10.358,35.0909
20061,2019,8,16,6,10,10.357,35.0909
20062,2019,8,16,6,15,10.358,35.0909
20063,2019,8,16,6,20,10.358,35.0909
20064,2019,8,16,6,25,10.357,35.0909
20065,2019,8,16,6,30,10.358,35.0899
20066,2019,8,16,6,35,10.358,35.0899
20067,2019,8,16,6,40,10.358,35.0899
20068,2019,8,16,6,45,10.358,35.0899
20069,2019,8,16,6,50,10.358,35.0899
20070,2019,8,16,6,55,10.357,35.0899
20071,2019,8,16,7,0,10.357,35.0899
20072,2019,8,16,7,5,10.357,35.0899
20073,2019,8,16,7,10,10.357,35.0889
20074,2019,8,16,7,15,10.358,35.0849
20075,2019,8,16,7,20,10.358,35.0809
20076,2019,8,16,7,25,10.357,35.0829
20077,2019,8,16,7,30,10.357,35.0819
20078,2019,8,16,7,35,10.358,35.0749
20079,2019,8,16,7,40,10.359,35.0779
20080,2019,8,16,7,45,10.359,35.0779
20081,2019,8,16,7,50,10.36,35.0669
20082,2019,8,16,7,55,10.359,35.0689
20083,2019,8,16,8,0,10.36,35.0689
20084,2019,8,16,8,5,10.361,35.0749
20085,2019,8,16,8,10,10.361,35.0739
20086,2019,8,16,8,15,10.36,35.0789
20087,2019,8,16,8,20,10.36,35.0739
20088,2019,8,16,8,25,10.361,35.0769
20089,2019,8,16,8,30,10.361,35.0719
20090,2019,8,16,8,35,10.363,35.0709
20091,2019,8,16,8,40,10.362,35.0729
20092,2019,8,16,8,45,10.364,35.0749
20093,2019,8,16,8,50,10.367,35.0709
20094,2019,8,16,8,55,10.372,35.0649
20095,2019,8,16,9,0,10.378,35.0619
20096,2019,8,16,9,5,10.381,35.0589
20097,2019,8,16,9,10,10.385,35.0549
20098,2019,8,16,9,15,10.385,35.0509
20099,2019,8,16,9,20,10.386,35.0499
20100,2019,8,16,9,25,10.388,35.0489
20101,2019,8,16,9,30,10.389,35.0419
20102,2019,8,16,9,35,10.39,35.0339
20103,2019,8,16,9,40,10.391,35.0469
20104,2019,8,16,9,45,10.392,35.0399
20105,2019,8,16,9,50,10.393,35.0519
20106,2019,8,16,9,55,10.394,35.0589
20107,2019,8,16,10,0,10.396,35.0649
20108,2019,8,16,10,5,10.396,35.0619
20109,2019,8,16,10,10,10.397,35.0609
20110,2019,8,16,10,15,10.397,35.0609
20111,2019,8,16,10,20,10.398,35.0619
20112,2019,8,16,10,25,10.399,35.0649
20113,2019,8,16,10,30,10.4,35.0629
20114,2019,8,16,10,35,10.401,35.0649
20115,2019,8,16,10,40,10.402,35.0649
20116,2019,8,16,10,45,10.402,35.0609
20117,2019,8,16,10,50,10.403,35.0569
20118,2019,8,16,10,55,10.402,35.0589
20119,2019,8,16,11,0,10.401,35.0529
20120,2019,8,16,11,5,10.401,35.0539
20121,2019,8,16,11,10,10.399,35.0579
20122,2019,8,16,11,15,10.4,35.0449
20123,2019,8,16,11,20,10.398,35.0509
20124,2019,8,16,11,25,10.397,35.0479
20125,2019,8,16,11,30,10.395,35.0499
20126,2019,8,16,11,35,10.394,35.0589
20127,2019,8,16,11,40,10.394,35.0599
20128,2019,8,16,11,45,10.395,35.0579
20129,2019,8,16,11,50,10.395,35.0599
20130,2019,8,16,11,55,10.395,35.0619
20131,2019,8,16,12,0,10.395,35.0619
20132,2019,8,16,12,5,10.396,35.0619
20133,2019,8,16,12,10,10.398,35.0629
20134,2019,8,16,12,15,10.398,35.0629
20135,2019,8,16,12,20,10.402,35.0629
20136,2019,8,16,12,25,10.404,35.0639
20137,2019,8,16,12,30,10.405,35.0669
20138,2019,8,16,12,35,10.406,35.0679
20139,2019,8,16,12,40,10.407,35.0679
20140,2019,8,16,12,45,10.409,35.0679
20141,2019,8,16,12,50,10.41,35.0679
20142,2019,8,16,12,55,10.41,35.0699
20143,2019,8,16,13,0,10.411,35.0709
20144,2019,8,16,13,5,10.41,35.0739
20145,2019,8,16,13,10,10.409,35.0739
20146,2019,8,16,13,15,10.41,35.0739
20147,2019,8,16,13,20,10.41,35.0739
20148,2019,8,16,13,25,10.411,35.0739
20149,2019,8,16,13,30,10.412,35.0739
20150,2019,8,16,13,35,10.41,35.0749
20151,2019,8,16,13,40,10.409,35.0739
20152,2019,8,16,13,45,10.407,35.0739
20153,2019,8,16,13,50,10.406,35.0739
20154,2019,8,16,13,55,10.406,35.0739
20155,2019,8,16,14,0,10.406,35.0739
20156,2019,8,16,14,5,10.406,35.0739
20157,2019,8,16,14,10,10.407,35.0739
20158,2019,8,16,14,15,10.41,35.0719
20159,2019,8,16,14,20,10.411,35.0709
20160,2019,8,16,14,25,10.413,35.0689
20161,2019,8,16,14,30,10.414,35.0679
20162,2019,8,16,14,35,10.414,35.0679
20163,2019,8,16,14,40,10.414,35.0649
20164,2019,8,16,14,45,10.415,35.0609
20165,2019,8,16,14,50,10.414,35.0599
20166,2019,8,16,14,55,10.413,35.0509
20167,2019,8,16,15,0,10.415,35.0519
20168,2019,8,16,15,5,10.413,35.0489
20169,2019,8,16,15,10,10.415,35.0499
20170,2019,8,16,15,15,10.414,35.0569
20171,2019,8,16,15,20,10.415,35.0519
20172,2019,8,16,15,25,10.416,35.0509
20173,2019,8,16,15,30,10.416,35.0329
20174,2019,8,16,15,35,10.416,35.0469
20175,2019,8,16,15,40,10.417,35.0529
20176,2019,8,16,15,45,10.417,35.0549
20177,2019,8,16,15,50,10.416,35.0619
20178,2019,8,16,15,55,10.416,35.0679
20179,2019,8,16,16,0,10.416,35.0659
20180,2019,8,16,16,5,10.415,35.0699
20181,2019,8,16,16,10,10.414,35.0719
20182,2019,8,16,16,15,10.414,35.0719
20183,2019,8,16,16,20,10.413,35.0739
20184,2019,8,16,16,25,10.412,35.0729
20185,2019,8,16,16,30,10.41,35.0749
20186,2019,8,16,16,35,10.41,35.0739
20187,2019,8,16,16,40,10.408,35.0759
20188,2019,8,16,16,45,10.407,35.0759
20189,2019,8,16,16,50,10.406,35.0749
20190,2019,8,16,16,55,10.406,35.0739
20191,2019,8,16,17,0,10.402,35.0769
20192,2019,8,16,17,5,10.401,35.0759
20193,2019,8,16,17,10,10.398,35.0739
20194,2019,8,16,17,15,10.398,35.0709
20195,2019,8,16,17,20,10.398,35.0699
20196,2019,8,16,17,25,10.398,35.0709
20197,2019,8,16,17,30,10.399,35.0689
20198,2019,8,16,17,35,10.402,35.0679
20199,2019,8,16,17,40,10.401,35.0699
20200,2019,8,16,17,45,10.402,35.0719
20201,2019,8,16,17,50,10.402,35.0729
20202,2019,8,16,17,55,10.404,35.0729
20203,2019,8,16,18,0,10.405,35.0749
20204,2019,8,16,18,5,10.405,35.0759
20205,2019,8,16,18,10,10.407,35.0759
20206,2019,8,16,18,15,10.406,35.0759
20207,2019,8,16,18,20,10.406,35.0769
20208,2019,8,16,18,25,10.406,35.0759
20209,2019,8,16,18,30,10.403,35.0769
20210,2019,8,16,18,35,10.404,35.0749
20211,2019,8,16,18,40,10.403,35.0749
20212,2019,8,16,18,45,10.405,35.0709
20213,2019,8,16,18,50,10.404,35.0729
20214,2019,8,16,18,55,10.404,35.0699
20215,2019,8,16,19,0,10.404,35.0709
20216,2019,8,16,19,5,10.405,35.0709
20217,2019,8,16,19,10,10.404,35.0719
20218,2019,8,16,19,15,10.405,35.0679
20219,2019,8,16,19,20,10.404,35.0659
20220,2019,8,16,19,25,10.403,35.0649
20221,2019,8,16,19,30,10.404,35.0599
20222,2019,8,16,19,35,10.404,35.0619
20223,2019,8,16,19,40,10.403,35.0649
20224,2019,8,16,19,45,10.403,35.0639
20225,2019,8,16,19,50,10.402,35.0639
20226,2019,8,16,19,55,10.402,35.0569
20227,2019,8,16,20,0,10.403,35.0469
20228,2019,8,16,20,5,10.405,35.0449
20229,2019,8,16,20,10,10.405,35.0399
20230,2019,8,16,20,15,10.405,35.0449
20231,2019,8,16,20,20,10.404,35.0339
20232,2019,8,16,20,25,10.403,35.0369
20233,2019,8,16,20,30,10.404,35.0339
20234,2019,8,16,20,35,10.403,35.0369
20235,2019,8,16,20,40,10.402,35.0399
20236,2019,8,16,20,45,10.399,35.0469
20237,2019,8,16,20,50,10.397,35.0509
20238,2019,8,16,20,55,10.395,35.0529
20239,2019,8,16,21,0,10.394,35.0569
20240,2019,8,16,21,5,10.391,35.0579
20241,2019,8,16,21,10,10.392,35.0489
20242,2019,8,16,21,15,10.389,35.0569
20243,2019,8,16,21,20,10.387,35.0589
20244,2019,8,16,21,25,10.386,35.0669
20245,2019,8,16,21,30,10.386,35.0649
20246,2019,8,16,21,35,10.386,35.0669
20247,2019,8,16,21,40,10.385,35.0679
20248,2019,8,16,21,45,10.384,35.0689
20249,2019,8,16,21,50,10.385,35.0699
20250,2019,8,16,21,55,10.387,35.0699
20251,2019,8,16,22,0,10.387,35.0729
20252,2019,8,16,22,5,10.387,35.0739
20253,2019,8,16,22,10,10.388,35.0739
20254,2019,8,16,22,15,10.39,35.0699
20255,2019,8,16,22,20,10.39,35.0729
20256,2019,8,16,22,25,10.39,35.0739
20257,2019,8,16,22,30,10.391,35.0729
20258,2019,8,16,22,35,10.392,35.0719
20259,2019,8,16,22,40,10.393,35.0709
20260,2019,8,16,22,45,10.393,35.0689
20261,2019,8,16,22,50,10.394,35.0699
20262,2019,8,16,22,55,10.394,35.0669
20263,2019,8,16,23,0,10.395,35.0669
20264,2019,8,16,23,5,10.396,35.0669
20265,2019,8,16,23,10,10.396,35.0659
20266,2019,8,16,23,15,10.395,35.0679
20267,2019,8,16,23,20,10.396,35.0669
20268,2019,8,16,23,25,10.396,35.0679
20269,2019,8,16,23,30,10.396,35.0689
20270,2019,8,16,23,35,10.397,35.0689
20271,2019,8,16,23,40,10.396,35.0699
20272,2019,8,16,23,45,10.396,35.0709
20273,2019,8,16,23,50,10.395,35.0719
20274,2019,8,16,23,55,10.396,35.0709
20275,2019,8,17,0,0,10.395,35.0709
20276,2019,8,17,0,5,10.395,35.0699
20277,2019,8,17,0,10,10.396,35.0679
20278,2019,8,17,0,15,10.396,35.0689
20279,2019,8,17,0,20,10.397,35.0679
20280,2019,8,17,0,25,10.397,35.0679
20281,2019,8,17,0,30,10.396,35.0679
20282,2019,8,17,0,35,10.396,35.0659
20283,2019,8,17,0,40,10.397,35.0659
20284,2019,8,17,0,45,10.396,35.0659
20285,2019,8,17,0,50,10.396,35.0649
20286,2019,8,17,0,55,10.396,35.0669
20287,2019,8,17,1,0,10.395,35.0689
20288,2019,8,17,1,5,10.396,35.0679
20289,2019,8,17,1,10,10.397,35.0679
20290,2019,8,17,1,15,10.396,35.0699
20291,2019,8,17,1,20,10.397,35.0689
20292,2019,8,17,1,25,10.396,35.0679
20293,2019,8,17,1,30,10.395,35.0689
20294,2019,8,17,1,35,10.395,35.0699
20295,2019,8,17,1,40,10.393,35.0709
20296,2019,8,17,1,45,10.385,35.0739
20297,2019,8,17,1,50,10.382,35.0739
20298,2019,8,17,1,55,10.379,35.0739
20299,2019,8,17,2,0,10.375,35.0759
20300,2019,8,17,2,5,10.371,35.0769
20301,2019,8,17,2,10,10.371,35.0759
20302,2019,8,17,2,15,10.371,35.0759
20303,2019,8,17,2,20,10.372,35.0749
20304,2019,8,17,2,25,10.372,35.0759
20305,2019,8,17,2,30,10.368,35.0779
20306,2019,8,17,2,35,10.368,35.0779
20307,2019,8,17,2,40,10.368,35.0779
20308,2019,8,17,2,45,10.369,35.0769
20309,2019,8,17,2,50,10.371,35.0759
20310,2019,8,17,2,55,10.371,35.0749
20311,2019,8,17,3,0,10.372,35.0759
20312,2019,8,17,3,5,10.374,35.0749
20313,2019,8,17,3,10,10.378,35.0719
20314,2019,8,17,3,15,10.378,35.0709
20315,2019,8,17,3,20,10.38,35.0709
20316,2019,8,17,3,25,10.382,35.0699
20317,2019,8,17,3,30,10.384,35.0699
20318,2019,8,17,3,35,10.385,35.0709
20319,2019,8,17,3,40,10.386,35.0729
20320,2019,8,17,3,45,10.384,35.0749
20321,2019,8,17,3,50,10.381,35.0759
20322,2019,8,17,3,55,10.378,35.0769
20323,2019,8,17,4,0,10.375,35.0769
20324,2019,8,17,4,5,10.371,35.0789
20325,2019,8,17,4,10,10.367,35.0789
20326,2019,8,17,4,15,10.362,35.0799
20327,2019,8,17,4,20,10.359,35.0819
20328,2019,8,17,4,25,10.358,35.0819
20329,2019,8,17,4,30,10.356,35.0829
20330,2019,8,17,4,35,10.357,35.0829
20331,2019,8,17,4,40,10.361,35.0819
20332,2019,8,17,4,45,10.364,35.0799
20333,2019,8,17,4,50,10.367,35.0799
20334,2019,8,17,4,55,10.367,35.0799
20335,2019,8,17,5,0,10.362,35.0809
20336,2019,8,17,5,5,10.361,35.0799
20337,2019,8,17,5,10,10.359,35.0809
20338,2019,8,17,5,15,10.358,35.0799
20339,2019,8,17,5,20,10.355,35.0799
20340,2019,8,17,5,25,10.352,35.0819
20341,2019,8,17,5,30,10.351,35.0809
20342,2019,8,17,5,35,10.349,35.0809
20343,2019,8,17,5,40,10.348,35.0809
20344,2019,8,17,5,45,10.348,35.0799
20345,2019,8,17,5,50,10.349,35.0799
20346,2019,8,17,5,55,10.347,35.0819
20347,2019,8,17,6,0,10.349,35.0799
20348,2019,8,17,6,5,10.348,35.0809
20349,2019,8,17,6,10,10.348,35.0799
20350,2019,8,17,6,15,10.346,35.0809
20351,2019,8,17,6,20,10.345,35.0799
20352,2019,8,17,6,25,10.347,35.0789
20353,2019,8,17,6,30,10.346,35.0789
20354,2019,8,17,6,35,10.351,35.0779
20355,2019,8,17,6,40,10.35,35.0789
20356,2019,8,17,6,45,10.35,35.0789
20357,2019,8,17,6,50,10.35,35.0789
20358,2019,8,17,6,55,10.352,35.0789
20359,2019,8,17,7,0,10.353,35.0789
20360,2019,8,17,7,5,10.353,35.0799
20361,2019,8,17,7,10,10.355,35.0799
20362,2019,8,17,7,15,10.354,35.0799
20363,2019,8,17,7,20,10.353,35.0789
20364,2019,8,17,7,25,10.352,35.0789
20365,2019,8,17,7,30,10.351,35.0799
20366,2019,8,17,7,35,10.35,35.0799
20367,2019,8,17,7,40,10.351,35.0799
20368,2019,8,17,7,45,10.352,35.0789
20369,2019,8,17,7,50,10.352,35.0789
20370,2019,8,17,7,55,10.352,35.0789
20371,2019,8,17,8,0,10.352,35.0789
20372,2019,8,17,8,5,10.354,35.0789
20373,2019,8,17,8,10,10.355,35.0789
20374,2019,8,17,8,15,10.355,35.0789
20375,2019,8,17,8,20,10.357,35.0799
20376,2019,8,17,8,25,10.36,35.0799
20377,2019,8,17,8,30,10.363,35.0799
20378,2019,8,17,8,35,10.365,35.0789
20379,2019,8,17,8,40,10.365,35.0789
20380,2019,8,17,8,45,10.363,35.0799
20381,2019,8,17,8,50,10.362,35.0789
20382,2019,8,17,8,55,10.361,35.0799
20383,2019,8,17,9,0,10.361,35.0789
20384,2019,8,17,9,5,10.36,35.0789
20385,2019,8,17,9,10,10.359,35.0789
20386,2019,8,17,9,15,10.358,35.0789
20387,2019,8,17,9,20,10.357,35.0799
20388,2019,8,17,9,25,10.358,35.0799
20389,2019,8,17,9,30,10.359,35.0799
20390,2019,8,17,9,35,10.361,35.0799
20391,2019,8,17,9,40,10.362,35.0779
20392,2019,8,17,9,45,10.364,35.0789
20393,2019,8,17,9,50,10.365,35.0789
20394,2019,8,17,9,55,10.366,35.0779
20395,2019,8,17,10,0,10.367,35.0799
20396,2019,8,17,10,5,10.369,35.0789
20397,2019,8,17,10,10,10.37,35.0789
20398,2019,8,17,10,15,10.373,35.0789
20399,2019,8,17,10,20,10.375,35.0779
20400,2019,8,17,10,25,10.378,35.0789
20401,2019,8,17,10,30,10.379,35.0779
20402,2019,8,17,10,35,10.383,35.0789
20403,2019,8,17,10,40,10.387,35.0789
20404,2019,8,17,10,45,10.39,35.0779
20405,2019,8,17,10,50,10.391,35.0769
20406,2019,8,17,10,55,10.393,35.0769
20407,2019,8,17,11,0,10.393,35.0769
20408,2019,8,17,11,5,10.394,35.0759
20409,2019,8,17,11,10,10.394,35.0759
20410,2019,8,17,11,15,10.395,35.0759
20411,2019,8,17,11,20,10.396,35.0749
20412,2019,8,17,11,25,10.397,35.0749
20413,2019,8,17,11,30,10.397,35.0739
20414,2019,8,17,11,35,10.397,35.0729
20415,2019,8,17,11,40,10.398,35.0719
20416,2019,8,17,11,45,10.397,35.0719
20417,2019,8,17,11,50,10.397,35.0719
20418,2019,8,17,11,55,10.397,35.0719
20419,2019,8,17,12,0,10.396,35.0729
20420,2019,8,17,12,5,10.397,35.0729
20421,2019,8,17,12,10,10.396,35.0729
20422,2019,8,17,12,15,10.396,35.0729
20423,2019,8,17,12,20,10.395,35.0739
20424,2019,8,17,12,25,10.395,35.0739
20425,2019,8,17,12,30,10.395,35.0739
20426,2019,8,17,12,35,10.395,35.0739
20427,2019,8,17,12,40,10.398,35.0739
20428,2019,8,17,12,45,10.4,35.0729
20429,2019,8,17,12,50,10.401,35.0729
20430,2019,8,17,12,55,10.403,35.0729
20431,2019,8,17,13,0,10.404,35.0739
20432,2019,8,17,13,5,10.405,35.0739
20433,2019,8,17,13,10,10.407,35.0729
20434,2019,8,17,13,15,10.407,35.0729
20435,2019,8,17,13,20,10.407,35.0739
20436,2019,8,17,13,25,10.408,35.0739
20437,2019,8,17,13,30,10.409,35.0729
20438,2019,8,17,13,35,10.41,35.0729
20439,2019,8,17,13,40,10.411,35.0739
20440,2019,8,17,13,45,10.412,35.0729
20441,2019,8,17,13,50,10.413,35.0729
20442,2019,8,17,13,55,10.414,35.0709
20443,2019,8,17,14,0,10.415,35.0489
20444,2019,8,17,14,5,10.419,35.0389
20445,2019,8,17,14,10,10.418,35.0239
20446,2019,8,17,14,15,10.42,35.0319
20447,2019,8,17,14,20,10.42,35.0349
20448,2019,8,17,14,25,10.419,35.0409
20449,2019,8,17,14,30,10.418,35.0509
20450,2019,8,17,14,35,10.417,35.0559
20451,2019,8,17,14,40,10.417,35.0589
20452,2019,8,17,14,45,10.416,35.0639
20453,2019,8,17,14,50,10.416,35.0619
20454,2019,8,17,14,55,10.415,35.0619
20455,2019,8,17,15,0,10.414,35.0609
20456,2019,8,17,15,5,10.414,35.0629
20457,2019,8,17,15,10,10.413,35.0589
20458,2019,8,17,15,15,10.413,35.0629
20459,2019,8,17,15,20,10.413,35.0629
20460,2019,8,17,15,25,10.412,35.0639
20461,2019,8,17,15,30,10.412,35.0639
20462,2019,8,17,15,35,10.411,35.0659
20463,2019,8,17,15,40,10.411,35.0659
20464,2019,8,17,15,45,10.41,35.0659
20465,2019,8,17,15,50,10.41,35.0639
20466,2019,8,17,15,55,10.411,35.0609
20467,2019,8,17,16,0,10.411,35.0639
20468,2019,8,17,16,5,10.411,35.0639
20469,2019,8,17,16,10,10.41,35.0659
20470,2019,8,17,16,15,10.41,35.0659
20471,2019,8,17,16,20,10.406,35.0729
20472,2019,8,17,16,25,10.404,35.0689
20473,2019,8,17,16,30,10.402,35.0679
20474,2019,8,17,16,35,10.399,35.0659
20475,2019,8,17,16,40,10.395,35.0699
20476,2019,8,17,16,45,10.394,35.0689
20477,2019,8,17,16,50,10.394,35.0709
20478,2019,8,17,16,55,10.394,35.0719
20479,2019,8,17,17,0,10.395,35.0719
20480,2019,8,17,17,5,10.396,35.0729
20481,2019,8,17,17,10,10.396,35.0739
20482,2019,8,17,17,15,10.393,35.0769
20483,2019,8,17,17,20,10.392,35.0759
20484,2019,8,17,17,25,10.392,35.0729
20485,2019,8,17,17,30,10.391,35.0769
20486,2019,8,17,17,35,10.392,35.0759
20487,2019,8,17,17,40,10.393,35.0759
20488,2019,8,17,17,45,10.39,35.0769
20489,2019,8,17,17,50,10.39,35.0759
20490,2019,8,17,17,55,10.39,35.0759
20491,2019,8,17,18,0,10.388,35.0769
20492,2019,8,17,18,5,10.39,35.0749
20493,2019,8,17,18,10,10.388,35.0769
20494,2019,8,17,18,15,10.387,35.0779
20495,2019,8,17,18,20,10.388,35.0759
20496,2019,8,17,18,25,10.388,35.0759
20497,2019,8,17,18,30,10.387,35.0769
20498,2019,8,17,18,35,10.387,35.0769
20499,2019,8,17,18,40,10.387,35.0769
20500,2019,8,17,18,45,10.388,35.0779
20501,2019,8,17,18,50,10.389,35.0769
20502,2019,8,17,18,55,10.391,35.0769
20503,2019,8,17,19,0,10.392,35.0769
20504,2019,8,17,19,5,10.393,35.0759
20505,2019,8,17,19,10,10.392,35.0769
20506,2019,8,17,19,15,10.392,35.0759
20507,2019,8,17,19,20,10.391,35.0759
20508,2019,8,17,19,25,10.39,35.0769
20509,2019,8,17,19,30,10.39,35.0769
20510,2019,8,17,19,35,10.392,35.0759
20511,2019,8,17,19,40,10.392,35.0759
20512,2019,8,17,19,45,10.394,35.0759
20513,2019,8,17,19,50,10.394,35.0759
20514,2019,8,17,19,55,10.394,35.0759
20515,2019,8,17,20,0,10.396,35.0749
20516,2019,8,17,20,5,10.396,35.0749
20517,2019,8,17,20,10,10.397,35.0749
20518,2019,8,17,20,15,10.396,35.0749
20519,2019,8,17,20,20,10.393,35.0759
20520,2019,8,17,20,25,10.392,35.0749
20521,2019,8,17,20,30,10.391,35.0739
20522,2019,8,17,20,35,10.391,35.0739
20523,2019,8,17,20,40,10.393,35.0749
20524,2019,8,17,20,45,10.393,35.0769
20525,2019,8,17,20,50,10.396,35.0779
20526,2019,8,17,20,55,10.399,35.0779
20527,2019,8,17,21,0,10.401,35.0779
20528,2019,8,17,21,5,10.403,35.0789
20529,2019,8,17,21,10,10.405,35.0789
20530,2019,8,17,21,15,10.407,35.0789
20531,2019,8,17,21,20,10.409,35.0789
20532,2019,8,17,21,25,10.41,35.0789
20533,2019,8,17,21,30,10.41,35.0789
20534,2019,8,17,21,35,10.412,35.0789
20535,2019,8,17,21,40,10.413,35.0789
20536,2019,8,17,21,45,10.413,35.0789
20537,2019,8,17,21,50,10.414,35.0789
20538,2019,8,17,21,55,10.414,35.0779
20539,2019,8,17,22,0,10.415,35.0779
20540,2019,8,17,22,5,10.415,35.0769
20541,2019,8,17,22,10,10.415,35.0769
20542,2019,8,17,22,15,10.414,35.0779
20543,2019,8,17,22,20,10.414,35.0769
20544,2019,8,17,22,25,10.413,35.0779
20545,2019,8,17,22,30,10.412,35.0779
20546,2019,8,17,22,35,10.412,35.0789
20547,2019,8,17,22,40,10.412,35.0779
20548,2019,8,17,22,45,10.413,35.0789
20549,2019,8,17,22,50,10.412,35.0789
20550,2019,8,17,22,55,10.413,35.0789
20551,2019,8,17,23,0,10.413,35.0769
20552,2019,8,17,23,5,10.413,35.0749
20553,2019,8,17,23,10,10.413,35.0759
20554,2019,8,17,23,15,10.414,35.0749
20555,2019,8,17,23,20,10.413,35.0749
20556,2019,8,17,23,25,10.414,35.0739
